,Country name,Regional indicator,Ladder score,Standard error of ladder score,upperwhisker,lowerwhisker,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Ladder score in Dystopia,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,Overall rank,Country or region,Score,GDP per capita,Country,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Dystopia Residual,Lower Confidence Interval,Upper Confidence Interval,Happiness.Rank,Happiness.Score,Whisker.high,Whisker.low,Economy..GDP.per.Capita.,Health..Life.Expectancy.,Trust..Government.Corruption.,Dystopia.Residual
691,,,,,,,,,,,0.27233,,,,,,,,,,,,,,Nigeria,Sub-Saharan Africa,78.0,5.268,0.04192,0.65435,0.90432,0.16007,0.34334,0.0403,2.89319,,,,,,,,,,
692,,,,,,,,,,,0.47998,,,,,,,,,,,,,,Bhutan,Southern Asia,79.0,5.253,0.03225,0.77042,1.10395,0.57407,0.53206,0.15445,1.63794,,,,,,,,,,
693,,,,,,,,,,,0.07799,,,,,,,,,,,,,,Azerbaijan,Central and Eastern Europe,80.0,5.212,0.03363,1.02389,0.93793,0.64045,0.3703,0.16065,2.00073,,,,,,,,,,
694,,,,,,,,,,,0.33671,,,,,,,,,,,,,,Pakistan,Southern Asia,81.0,5.194,0.03726,0.59543,0.41411,0.51466,0.12102,0.10464,3.10709,,,,,,,,,,
695,,,,,,,,,,,0.11053,,,,,,,,,,,,,,Jordan,Middle East and Northern Africa,82.0,5.192,0.04524,0.90198,1.05392,0.69639,0.40661,0.14293,1.87996,,,,,,,,,,
696,,,,,,,,,,,0.1614,,,,,,,,,,,,,,Montenegro,Central and Eastern Europe,82.0,5.192,0.05235,0.97438,0.90557,0.72521,0.1826,0.14296,2.10017,,,,,,,,,,
697,,,,,,,,,,,0.08185,,,,,,,,,,,,,,China,Eastern Asia,84.0,5.14,0.02424,0.89012,0.94675,0.81658,0.51697,0.02781,1.8604,,,,,,,,,,
698,,,,,,,,,,,0.19591,,,,,,,,,,,,,,Zambia,Sub-Saharan Africa,85.0,5.129,0.06988,0.47038,0.91612,0.29924,0.48827,0.12468,2.6343,,,,,,,,,,
699,,,,,,,,,,,0.13748,,,,,,,,,,,,,,Romania,Central and Eastern Europe,86.0,5.124,0.06607,1.04345,0.88588,0.7689,0.35068,0.00649,1.93129,,,,,,,,,,
700,,,,,,,,,,,0.19231,,,,,,,,,,,,,,Serbia,Central and Eastern Europe,87.0,5.123,0.04864,0.92053,1.00964,0.74836,0.20107,0.02617,2.025,,,,,,,,,,
701,,,,,,,,,,,0.13719,,,,,,,,,,,,,,Portugal,Western Europe,88.0,5.102,0.04802,1.15991,1.13935,0.87519,0.51469,0.01078,1.26462,,,,,,,,,,
702,,,,,,,,,,,0.18226,,,,,,,,,,,,,,Latvia,Central and Eastern Europe,89.0,5.098,0.0464,1.11312,1.09562,0.72437,0.29671,0.06332,1.62215,,,,,,,,,,
703,,,,,,,,,,,0.24991,,,,,,,,,,,,,,Philippines,Southeastern Asia,90.0,5.073,0.04934,0.70532,1.03516,0.58114,0.62545,0.12279,1.7536,,,,,,,,,,
704,,,,,,,,,,,0.50318,,,,,,,,,,,,,,Somaliland region,Sub-Saharan Africa,91.0,5.057,0.06161,0.18847,0.95152,0.43873,0.46582,0.39928,2.11032,,,,,,,,,,
705,,,,,,,,,,,0.07172,,,,,,,,,,,,,,Morocco,Middle East and Northern Africa,92.0,5.013,0.0342,0.73479,0.64095,0.60954,0.41691,0.08546,2.45373,,,,,,,,,,
706,,,,,,,,,,,0.22359,,,,,,,,,,,,,,Macedonia,Central and Eastern Europe,93.0,5.007,0.05376,0.91851,1.00232,0.73545,0.33457,0.05327,1.73933,,,,,,,,,,
707,,,,,,,,,,,0.22269,,,,,,,,,,,,,,Mozambique,Sub-Saharan Africa,94.0,4.971,0.07896,0.08308,1.02626,0.09131,0.34037,0.15603,3.05137,,,,,,,,,,
708,,,,,,,,,,,0.14272,,,,,,,,,,,,,,Albania,Central and Eastern Europe,95.0,4.959,0.05013,0.87867,0.80434,0.81325,0.35733,0.06413,1.89894,,,,,,,,,,
709,,,,,,,,,,,0.24808,,,,,,,,,,,,,,Bosnia and Herzegovina,Central and Eastern Europe,96.0,4.949,0.06913,0.83223,0.91916,0.79081,0.09245,0.00227,2.06367,,,,,,,,,,
710,,,,,,,,,,,0.16388,,,,,,,,,,,,,,Lesotho,Sub-Saharan Africa,97.0,4.898,0.09438,0.37545,1.04103,0.07612,0.31767,0.12504,2.79832,,,,,,,,,,
711,,,,,,,,,,,0.21684,,,,,,,,,,,,,,Dominican Republic,Latin America and Caribbean,98.0,4.885,0.07446,0.89537,1.17202,0.66825,0.57672,0.14234,1.21305,,,,,,,,,,
712,,,,,,,,,,,0.42192,,,,,,,,,,,,,,Laos,Southeastern Asia,99.0,4.876,0.06698,0.59066,0.73803,0.54909,0.59591,0.24249,1.73799,,,,,,,,,,
713,,,,,,,,,,,0.3323,,,,,,,,,,,,,,Mongolia,Eastern Asia,100.0,4.874,0.03313,0.82819,1.3006,0.60268,0.43626,0.02666,1.34759,,,,,,,,,,
714,,,,,,,,,,,0.18259,,,,,,,,,,,,,,Swaziland,Sub-Saharan Africa,101.0,4.867,0.08742,0.71206,1.07284,0.07566,0.30658,0.0306,2.48676,,,,,,,,,,
715,,,,,,,,,,,0.0,,,,,,,,,,,,,,Greece,Western Europe,102.0,4.857,0.05062,1.15406,0.92933,0.88213,0.07699,0.01397,1.80101,,,,,,,,,,
716,,,,,,,,,,,0.21854,,,,,,,,,,,,,,Lebanon,Middle East and Northern Africa,103.0,4.839,0.04337,1.02564,0.80001,0.83947,0.33916,0.04582,1.57059,,,,,,,,,,
717,,,,,,,,,,,0.128,,,,,,,,,,,,,,Hungary,Central and Eastern Europe,104.0,4.8,0.06107,1.12094,1.20215,0.75905,0.32112,0.02758,1.24074,,,,,,,,,,
718,,,,,,,,,,,0.23027,,,,,,,,,,,,,,Honduras,Latin America and Caribbean,105.0,4.788,0.05648,0.59532,0.95348,0.6951,0.40148,0.06825,1.84408,,,,,,,,,,
719,,,,,,,,,,,0.22974,,,,,,,,,,,,,,Tajikistan,Central and Eastern Europe,106.0,4.786,0.03198,0.39047,0.85563,0.57379,0.47216,0.15072,2.11399,,,,,,,,,,
720,,,,,,,,,,,0.06431,,,,,,,,,,,,,,Tunisia,Middle East and Northern Africa,107.0,4.739,0.03589,0.88113,0.60429,0.73793,0.26268,0.06358,2.12466,,,,,,,,,,
721,,,,,,,,,,,0.11251,,,,,,,,,,,,,,Palestinian Territories,Middle East and Northern Africa,108.0,4.715,0.04394,0.59867,0.92558,0.66015,0.24499,0.12905,2.04384,,,,,,,,,,
722,,,,,,,,,,,0.21222,,,,,,,,,,,,,,Bangladesh,Southern Asia,109.0,4.694,0.03077,0.39753,0.43106,0.60164,0.4082,0.12569,2.51767,,,,,,,,,,
723,,,,,,,,,,,0.38086,,,,,,,,,,,,,,Iran,Middle East and Northern Africa,110.0,4.686,0.04449,1.0088,0.54447,0.69805,0.30033,0.05863,1.6944,,,,,,,,,,
724,,,,,,,,,,,0.15275,,,,,,,,,,,,,,Ukraine,Central and Eastern Europe,111.0,4.681,0.04412,0.79907,1.20278,0.6739,0.25123,0.02961,1.5714,,,,,,,,,,
725,,,,,,,,,,,0.17922,,,,,,,,,,,,,,Iraq,Middle East and Northern Africa,112.0,4.677,0.05232,0.98549,0.81889,0.60237,0.0,0.13788,1.95335,,,,,,,,,,
726,,,,,,,,,,,0.11973,,,,,,,,,,,,,,South Africa,Sub-Saharan Africa,113.0,4.642,0.04585,0.92049,1.18468,0.27688,0.33207,0.08884,1.71956,,,,,,,,,,
727,,,,,,,,,,,0.23087,,,,,,,,,,,,,,Ghana,Sub-Saharan Africa,114.0,4.633,0.04742,0.54558,0.67954,0.40132,0.42342,0.04355,2.30919,,,,,,,,,,
728,,,,,,,,,,,0.18987,,,,,,,,,,,,,,Zimbabwe,Sub-Saharan Africa,115.0,4.61,0.0429,0.271,1.03276,0.33475,0.25861,0.08079,2.44191,,,,,,,,,,
729,,,,,,,,,,,0.24362,,,,,,,,,,,,,,Liberia,Sub-Saharan Africa,116.0,4.571,0.11068,0.0712,0.78968,0.34201,0.28531,0.06232,2.77729,,,,,,,,,,
730,,,,,,,,,,,0.26475,,,,,,,,,,,,,,India,Southern Asia,117.0,4.565,0.02043,0.64499,0.38174,0.51529,0.39786,0.08492,2.27513,,,,,,,,,,
731,,,,,,,,,,,0.19062,,,,,,,,,,,,,,Sudan,Sub-Saharan Africa,118.0,4.55,0.0674,0.52107,1.01404,0.36878,0.10081,0.1466,2.20857,,,,,,,,,,
732,,,,,,,,,,,0.46187,,,,,,,,,,,,,,Haiti,Latin America and Caribbean,119.0,4.518,0.07331,0.26673,0.74302,0.38847,0.24425,0.17175,2.24173,,,,,,,,,,
733,,,,,,,,,,,0.24834,,,,,,,,,,,,,,Congo (Kinshasa),Sub-Saharan Africa,120.0,4.517,0.0368,0.0,1.0012,0.09806,0.22605,0.07625,2.86712,,,,,,,,,,
734,,,,,,,,,,,0.32296,,,,,,,,,,,,,,Nepal,Southern Asia,121.0,4.514,0.03607,0.35997,0.86449,0.56874,0.38282,0.05907,1.95637,,,,,,,,,,
735,,,,,,,,,,,0.24325,,,,,,,,,,,,,,Ethiopia,Sub-Saharan Africa,122.0,4.512,0.0378,0.19073,0.60406,0.44055,0.4345,0.15048,2.44876,,,,,,,,,,
736,,,,,,,,,,,0.21488,,,,,,,,,,,,,,Sierra Leone,Sub-Saharan Africa,123.0,4.507,0.07068,0.33024,0.95571,0.0,0.4084,0.08786,2.51009,,,,,,,,,,
737,,,,,,,,,,,0.219,,,,,,,,,,,,,,Mauritania,Sub-Saharan Africa,124.0,4.436,0.03947,0.45407,0.86908,0.35874,0.24232,0.17461,2.11773,,,,,,,,,,
738,,,,,,,,,,,0.37542,,,,,,,,,,,,,,Kenya,Sub-Saharan Africa,125.0,4.419,0.04734,0.36471,0.99876,0.41435,0.42215,0.05839,1.78555,,,,,,,,,,
739,,,,,,,,,,,0.18093,,,,,,,,,,,,,,Djibouti,Sub-Saharan Africa,126.0,4.369,0.08096,0.44025,0.59207,0.36291,0.46074,0.28105,2.05125,,,,,,,,,,
740,,,,,,,,,,,0.07855,,,,,,,,,,,,,,Armenia,Central and Eastern Europe,127.0,4.35,0.04763,0.76821,0.77711,0.7299,0.19847,0.039,1.75873,,,,,,,,,,
741,,,,,,,,,,,0.10461,,,,,,,,,,,,,,Botswana,Sub-Saharan Africa,128.0,4.332,0.04934,0.99355,1.10464,0.04776,0.49495,0.12474,1.46181,,,,,,,,,,
742,,,,,,,,,,,0.79588,,,,,,,,,,,,,,Myanmar,Southeastern Asia,129.0,4.307,0.04351,0.27108,0.70905,0.48246,0.44017,0.19034,1.41805,,,,,,,,,,
743,,,,,,,,,,,0.05547,,,,,,,,,,,,,,Georgia,Central and Eastern Europe,130.0,4.297,0.04221,0.7419,0.38562,0.72926,0.40577,0.38331,1.59541,,,,,,,,,,
744,,,,,,,,,,,0.33128,,,,,,,,,,,,,,Malawi,Sub-Saharan Africa,131.0,4.292,0.0613,0.01604,0.41134,0.22562,0.43054,0.06977,2.80791,,,,,,,,,,
745,,,,,,,,,,,0.40828,,,,,,,,,,,,,,Sri Lanka,Southern Asia,132.0,4.271,0.03751,0.83524,1.01905,0.70806,0.53726,0.09179,0.67108,,,,,,,,,,
746,,,,,,,,,,,0.20618,,,,,,,,,,,,,,Cameroon,Sub-Saharan Africa,133.0,4.252,0.04678,0.4225,0.88767,0.23402,0.49309,0.05786,1.95071,,,,,,,,,,
747,,,,,,,,,,,0.11921,,,,,,,,,,,,,,Bulgaria,Central and Eastern Europe,134.0,4.218,0.04828,1.01216,1.10614,0.76649,0.30587,0.00872,0.89991,,,,,,,,,,
748,,,,,,,,,,,0.11291,,,,,,,,,,,,,,Egypt,Middle East and Northern Africa,135.0,4.194,0.0326,0.8818,0.747,0.61712,0.17288,0.06324,1.59927,,,,,,,,,,
749,,,,,,,,,,,0.09131,,,,,,,,,,,,,,Yemen,Middle East and Northern Africa,136.0,4.077,0.04367,0.54649,0.68093,0.40064,0.35571,0.07854,1.92313,,,,,,,,,,
750,,,,,,,,,,,0.12344,,,,,,,,,,,,,,Angola,Sub-Saharan Africa,137.0,4.033,0.04758,0.75778,0.8604,0.16683,0.10384,0.07122,1.94939,,,,,,,,,,
751,,,,,,,,,,,0.18798,,,,,,,,,,,,,,Mali,Sub-Saharan Africa,138.0,3.995,0.05602,0.26074,1.03526,0.20583,0.38857,0.12352,1.79293,,,,,,,,,,
752,,,,,,,,,,,0.12388,,,,,,,,,,,,,,Congo (Brazzaville),Sub-Saharan Africa,139.0,3.989,0.06682,0.67866,0.6629,0.31051,0.41466,0.11686,1.68135,,,,,,,,,,
753,,,,,,,,,,,0.17441,,,,,,,,,,,,,,Comoros,Sub-Saharan Africa,140.0,3.956,0.04797,0.23906,0.79273,0.36315,0.22917,0.199,1.95812,,,,,,,,,,
754,,,,,,,,,,,0.29066,,,,,,,,,,,,,,Uganda,Sub-Saharan Africa,141.0,3.931,0.04317,0.21102,1.13299,0.33861,0.45727,0.07267,1.42766,,,,,,,,,,
755,,,,,,,,,,,0.20843,,,,,,,,,,,,,,Senegal,Sub-Saharan Africa,142.0,3.904,0.03608,0.36498,0.97619,0.4354,0.36772,0.10713,1.44395,,,,,,,,,,
756,,,,,,,,,,,0.06822,,,,,,,,,,,,,,Gabon,Sub-Saharan Africa,143.0,3.896,0.04547,1.06024,0.90528,0.43372,0.31914,0.11091,0.99895,,,,,,,,,,
757,,,,,,,,,,,0.19387,,,,,,,,,,,,,,Niger,Sub-Saharan Africa,144.0,3.845,0.03602,0.0694,0.77265,0.29707,0.47692,0.15639,1.87877,,,,,,,,,,
758,,,,,,,,,,,0.40359,,,,,,,,,,,,,,Cambodia,Southeastern Asia,145.0,3.819,0.05069,0.46038,0.62736,0.61114,0.66246,0.07247,0.98195,,,,,,,,,,
759,,,,,,,,,,,0.34377,,,,,,,,,,,,,,Tanzania,Sub-Saharan Africa,146.0,3.781,0.05061,0.2852,1.00268,0.38215,0.32878,0.05747,1.38079,,,,,,,,,,
760,,,,,,,,,,,0.21333,,,,,,,,,,,,,,Madagascar,Sub-Saharan Africa,147.0,3.681,0.03633,0.20824,0.66801,0.46721,0.19184,0.08124,1.851,,,,,,,,,,
761,,,,,,,,,,,0.23835,,,,,,,,,,,,,,Central African Republic,Sub-Saharan Africa,148.0,3.678,0.06112,0.0785,0.0,0.06699,0.48879,0.08289,2.7223,,,,,,,,,,
762,,,,,,,,,,,0.18386,,,,,,,,,,,,,,Chad,Sub-Saharan Africa,149.0,3.667,0.0383,0.34193,0.76062,0.1501,0.23501,0.05269,1.94296,,,,,,,,,,
763,,,,,,,,,,,0.28657,,,,,,,,,,,,,,Guinea,Sub-Saharan Africa,150.0,3.656,0.0359,0.17417,0.46475,0.24009,0.37725,0.12139,1.99172,,,,,,,,,,
764,,,,,,,,,,,0.20165,,,,,,,,,,,,,,Ivory Coast,Sub-Saharan Africa,151.0,3.655,0.05141,0.46534,0.77115,0.15185,0.46866,0.17922,1.41723,,,,,,,,,,
765,,,,,,,,,,,0.21747,,,,,,,,,,,,,,Burkina Faso,Sub-Saharan Africa,152.0,3.587,0.04324,0.25812,0.85188,0.27125,0.39493,0.12832,1.46494,,,,,,,,,,
766,,,,,,,,,,,0.3651,,,,,,,,,,,,,,Afghanistan,Southern Asia,153.0,3.575,0.03084,0.31982,0.30285,0.30335,0.23414,0.09719,1.9521,,,,,,,,,,
767,,,,,,,,,,,0.22628,,,,,,,,,,,,,,Rwanda,Sub-Saharan Africa,154.0,3.465,0.03464,0.22208,0.7737,0.42864,0.59201,0.55191,0.67042,,,,,,,,,,
768,,,,,,,,,,,0.1826,,,,,,,,,,,,,,Benin,Sub-Saharan Africa,155.0,3.34,0.03656,0.28665,0.35386,0.3191,0.4845,0.0801,1.63328,,,,,,,,,,
769,,,,,,,,,,,0.47179,,,,,,,,,,,,,,Syria,Middle East and Northern Africa,156.0,3.006,0.05015,0.6632,0.47489,0.72193,0.15684,0.18906,0.32858,,,,,,,,,,
770,,,,,,,,,,,0.19727,,,,,,,,,,,,,,Burundi,Sub-Saharan Africa,157.0,2.905,0.08658,0.0153,0.41587,0.22396,0.1185,0.10062,1.83302,,,,,,,,,,
771,,,,,,,,,,,0.16681,,,,,,,,,,,,,,Togo,Sub-Saharan Africa,158.0,2.839,0.06727,0.20868,0.13995,0.28443,0.36453,0.10731,1.56726,,,,,,,,,,
772,,,,,,,,,,,0.36171,,,,,,,,,,,,,,Denmark,Western Europe,1.0,7.526,,1.44178,1.16374,0.79504,0.57941,0.44453,2.73939,7.46,7.592,,,,,,,,
773,,,,,,,,,,,0.28083,,,,,,,,,,,,,,Switzerland,Western Europe,2.0,7.509,,1.52733,1.14524,0.86303,0.58557,0.41203,2.69463,7.428,7.59,,,,,,,,
774,,,,,,,,,,,0.47678,,,,,,,,,,,,,,Iceland,Western Europe,3.0,7.501,,1.42666,1.18326,0.86733,0.56624,0.14975,2.83137,7.333,7.669,,,,,,,,
775,,,,,,,,,,,0.37895,,,,,,,,,,,,,,Norway,Western Europe,4.0,7.498,,1.57744,1.1269,0.79579,0.59609,0.35776,2.66465,7.421,7.575,,,,,,,,
776,,,,,,,,,,,0.25492,,,,,,,,,,,,,,Finland,Western Europe,5.0,7.413,,1.40598,1.13464,0.81091,0.57104,0.41004,2.82596,7.351,7.475,,,,,,,,
777,,,,,,,,,,,0.44834,,,,,,,,,,,,,,Canada,North America,6.0,7.404,,1.44015,1.0961,0.8276,0.5737,0.31329,2.70485,7.335,7.473,,,,,,,,
778,,,,,,,,,,,0.47416,,,,,,,,,,,,,,Netherlands,Western Europe,7.0,7.339,,1.46468,1.02912,0.81231,0.55211,0.29927,2.70749,7.284,7.394,,,,,,,,
779,,,,,,,,,,,0.49401,,,,,,,,,,,,,,New Zealand,Australia and New Zealand,8.0,7.334,,1.36066,1.17278,0.83096,0.58147,0.41904,2.47553,7.264,7.404,,,,,,,,
780,,,,,,,,,,,0.47407,,,,,,,,,,,,,,Australia,Australia and New Zealand,9.0,7.313,,1.44443,1.10476,0.8512,0.56837,0.32331,2.5465,7.241,7.385,,,,,,,,
781,,,,,,,,,,,0.38254,,,,,,,,,,,,,,Sweden,Western Europe,10.0,7.291,,1.45181,1.08764,0.83121,0.58218,0.40867,2.54734,7.227,7.355,,,,,,,,
782,,,,,,,,,,,0.32288,,,,,,,,,,,,,,Israel,Middle East and Northern Africa,11.0,7.267,,1.33766,0.99537,0.84917,0.36432,0.08728,3.31029,7.199,7.335,,,,,,,,
783,,,,,,,,,,,0.32865,,,,,,,,,,,,,,Austria,Western Europe,12.0,7.119,,1.45038,1.08383,0.80565,0.54355,0.21348,2.69343,7.045,7.193,,,,,,,,
784,,,,,,,,,,,0.41077,,,,,,,,,,,,,,United States,North America,13.0,7.104,,1.50796,1.04782,0.779,0.48163,0.14868,2.72782,7.02,7.188,,,,,,,,
785,,,,,,,,,,,0.22553,,,,,,,,,,,,,,Costa Rica,Latin America and Caribbean,14.0,7.087,,1.06879,1.02152,0.76146,0.55225,0.10547,3.35168,6.999,7.175,,,,,,,,
786,,,,,,,,,,,0.22202,,,,,,,,,,,,,,Puerto Rico,Latin America and Caribbean,15.0,7.039,,1.35943,1.08113,0.77758,0.46823,0.12275,3.0076,6.794,7.284,,,,,,,,
787,,,,,,,,,,,0.30452,,,,,,,,,,,,,,Germany,Western Europe,16.0,6.994,,1.44787,1.09774,0.81487,0.53466,0.28551,2.50931,6.93,7.058,,,,,,,,
788,,,,,,,,,,,0.15776,,,,,,,,,,,,,,Brazil,Latin America and Caribbean,17.0,6.952,,1.08754,1.03938,0.61415,0.40425,0.14166,3.50733,6.875,7.029,,,,,,,,
789,,,,,,,,,,,0.2424,,,,,,,,,,,,,,Belgium,Western Europe,18.0,6.929,,1.42539,1.05249,0.81959,0.51354,0.26248,2.61355,6.861,6.997,,,,,,,,
790,,,,,,,,,,,0.44963,,,,,,,,,,,,,,Ireland,Western Europe,19.0,6.907,,1.48341,1.16157,0.81455,0.54008,0.29754,2.15988,6.836,6.978,,,,,,,,
791,,,,,,,,,,,0.27571,,,,,,,,,,,,,,Luxembourg,Western Europe,20.0,6.871,,1.69752,1.03999,0.84542,0.5487,0.35329,2.11055,6.804,6.938,,,,,,,,
792,,,,,,,,,,,0.11735,,,,,,,,,,,,,,Mexico,Latin America and Caribbean,21.0,6.778,,1.11508,0.7146,0.71143,0.37709,0.18355,3.55906,6.68,6.876,,,,,,,,
793,,,,,,,,,,,0.32706,,,,,,,,,,,,,,Singapore,Southeastern Asia,22.0,6.739,,1.64555,0.86758,0.94719,0.4877,0.46987,1.99375,6.674,6.804,,,,,,,,
794,,,,,,,,,,,0.50156,,,,,,,,,,,,,,United Kingdom,Western Europe,23.0,6.725,,1.40283,1.08672,0.80991,0.50036,0.27399,2.14999,6.647,6.803,,,,,,,,
795,,,,,,,,,,,0.31595,,,,,,,,,,,,,,Chile,Latin America and Caribbean,24.0,6.705,,1.2167,0.90587,0.81883,0.37789,0.11451,2.95505,6.615,6.795,,,,,,,,
796,,,,,,,,,,,0.2418,,,,,,,,,,,,,,Panama,Latin America and Caribbean,25.0,6.701,,1.18306,0.98912,0.70835,0.48927,0.08423,3.00559,6.601,6.801,,,,,,,,
797,,,,,,,,,,,0.10989,,,,,,,,,,,,,,Argentina,Latin America and Caribbean,26.0,6.65,,1.15137,1.06612,0.69711,0.42284,0.07296,3.12985,6.56,6.74,,,,,,,,
798,,,,,,,,,,,0.09929,,,,,,,,,,,,,,Czech Republic,Central and Eastern Europe,27.0,6.596,,1.30915,1.00793,0.76376,0.41418,0.03986,2.96211,6.515,6.677,,,,,,,,
799,,,,,,,,,,,0.26591,,,,,,,,,,,,,,United Arab Emirates,Middle East and Northern Africa,28.0,6.573,,1.57352,0.87114,0.72993,0.56215,0.35561,2.21507,6.494,6.652,,,,,,,,
800,,,,,,,,,,,0.18056,,,,,,,,,,,,,,Uruguay,Latin America and Caribbean,29.0,6.545,,1.18157,1.03143,0.72183,0.54388,0.21394,2.67139,6.456,6.634,,,,,,,,
801,,,,,,,,,,,0.56237,,,,,,,,,,,,,,Malta,Western Europe,30.0,6.488,,1.30782,1.09879,0.80315,0.54994,0.17554,1.99032,6.409,6.567,,,,,,,,
802,,,,,,,,,,,0.15626,,,,,,,,,,,,,,Colombia,Latin America and Caribbean,31.0,6.481,,1.03032,1.02169,0.59659,0.44735,0.05399,3.17471,6.384,6.578,,,,,,,,
803,,,,,,,,,,,0.1216,,,,,,,,,,,,,,France,Western Europe,32.0,6.478,,1.39488,1.00508,0.83795,0.46562,0.17808,2.4744,6.397,6.559,,,,,,,,
804,,,,,,,,,,,0.58696,,,,,,,,,,,,,,Thailand,Southeastern Asia,33.0,6.474,,1.0893,1.04477,0.64915,0.49553,0.02833,2.5796,6.396,6.552,,,,,,,,
805,,,,,,,,,,,0.15457,,,,,,,,,,,,,,Saudi Arabia,Middle East and Northern Africa,34.0,6.379,,1.48953,0.84829,0.59267,0.37904,0.30008,2.61482,6.287,6.471,,,,,,,,
806,,,,,,,,,,,0.25495,,,,,,,,,,,,,,Taiwan,Eastern Asia,34.0,6.379,,1.39729,0.92624,0.79565,0.32377,0.0663,2.61523,6.305,6.453,,,,,,,,
807,,,,,,,,,,,0.32388,,,,,,,,,,,,,,Qatar,Middle East and Northern Africa,36.0,6.375,,1.82427,0.87964,0.71723,0.56679,0.48049,1.58224,6.178,6.572,,,,,,,,
808,,,,,,,,,,,0.17665,,,,,,,,,,,,,,Spain,Western Europe,37.0,6.361,,1.34253,1.12945,0.87896,0.37545,0.06137,2.39663,6.288,6.434,,,,,,,,
809,,,,,,,,,,,0.07044,,,,,,,,,,,,,,Algeria,Middle East and Northern Africa,38.0,6.355,,1.05266,0.83309,0.61804,0.21006,0.16157,3.40904,6.227,6.483,,,,,,,,
810,,,,,,,,,,,0.28808,,,,,,,,,,,,,,Guatemala,Latin America and Caribbean,39.0,6.324,,0.83454,0.87119,0.54039,0.50379,0.08701,3.19863,6.213,6.435,,,,,,,,
811,,,,,,,,,,,0.16665,,,,,,,,,,,,,,Suriname,Latin America and Caribbean,40.0,6.269,,1.09686,0.77866,0.50933,0.52234,0.12692,3.06852,6.073,6.465,,,,,,,,
812,,,,,,,,,,,0.15965,,,,,,,,,,,,,,Kuwait,Middle East and Northern Africa,41.0,6.239,,1.61714,0.87758,0.63569,0.43166,0.23669,2.28085,6.154,6.324,,,,,,,,
813,,,,,,,,,,,0.17147,,,,,,,,,,,,,,Bahrain,Middle East and Northern Africa,42.0,6.218,,1.44024,0.94397,0.65696,0.47375,0.25772,2.27405,6.128,6.308,,,,,,,,
814,,,,,,,,,,,0.31935,,,,,,,,,,,,,,Trinidad and Tobago,Latin America and Caribbean,43.0,6.168,,1.32572,0.98569,0.52608,0.48453,0.01241,2.51394,5.95,6.386,,,,,,,,
815,,,,,,,,,,,0.0425,,,,,,,,,,,,,,Venezuela,Latin America and Caribbean,44.0,6.084,,1.13367,1.03302,0.61904,0.19847,0.08304,2.97468,5.973,6.195,,,,,,,,
816,,,,,,,,,,,0.13837,,,,,,,,,,,,,,Slovakia,Central and Eastern Europe,45.0,6.078,,1.27973,1.08268,0.70367,0.23391,0.02947,2.61065,5.996,6.16,,,,,,,,
817,,,,,,,,,,,0.08877,,,,,,,,,,,,,,El Salvador,Latin America and Caribbean,46.0,6.068,,0.8737,0.80975,0.596,0.37269,0.10613,3.22134,5.967,6.169,,,,,,,,
818,,,,,,,,,,,0.41474,,,,,,,,,,,,,,Malaysia,Southeastern Asia,47.0,6.005,,1.25142,0.88025,0.62366,0.39031,0.09081,2.35384,5.921,6.089,,,,,,,,
819,,,,,,,,,,,0.29773,,,,,,,,,,,,,,Nicaragua,Latin America and Caribbean,48.0,5.992,,0.69384,0.89521,0.65213,0.46582,0.16292,2.82428,5.877,6.107,,,,,,,,
820,,,,,,,,,,,0.34326,,,,,,,,,,,,,,Uzbekistan,Central and Eastern Europe,49.0,5.987,,0.73591,1.1681,0.50163,0.60848,0.28333,2.34638,5.896,6.078,,,,,,,,
821,,,,,,,,,,,0.16684,,,,,,,,,,,,,,Italy,Western Europe,50.0,5.977,,1.35495,1.04167,0.85102,0.18827,0.02556,2.34918,5.898,6.056,,,,,,,,
822,,,,,,,,,,,0.10074,,,,,,,,,,,,,,Ecuador,Latin America and Caribbean,51.0,5.976,,0.97306,0.85974,0.68613,0.4027,0.18037,2.77366,5.88,6.072,,,,,,,,
823,,,,,,,,,,,0.23684,,,,,,,,,,,,,,Belize,Latin America and Caribbean,52.0,5.956,,0.87616,0.68655,0.45569,0.51231,0.10771,3.08039,5.71,6.202,,,,,,,,
824,,,,,,,,,,,0.10224,,,,,,,,,,,,,,Japan,Eastern Asia,53.0,5.921,,1.38007,1.06054,0.91491,0.46761,0.18985,1.80584,5.85,5.992,,,,,,,,
825,,,,,,,,,,,0.15011,,,,,,,,,,,,,,Kazakhstan,Central and Eastern Europe,54.0,5.919,,1.22943,0.95544,0.57386,0.4052,0.11132,2.49325,5.837,6.001,,,,,,,,
826,,,,,,,,,,,0.19997,,,,,,,,,,,,,,Moldova,Central and Eastern Europe,55.0,5.897,,0.69177,0.83132,0.52309,0.25202,0.01903,3.38007,5.823,5.971,,,,,,,,
